,x,y
0,0,65
1,1,67
2,2,68
3,3,69
4,4,69
5,5,70
6,6,71
7,7,71
8,8,72
9,9,73
10,10,73
11,11,74
12,12,74
13,13,74
14,14,75
15,15,76
16,16,76
17,17,77
18,18,78
19,19,78
20,20,78
21,21,79
22,22,80
23,23,80
24,24,81
25,25,82
26,26,82
27,27,83
28,28,84
29,29,85
30,30,85
31,31,86
32,32,87
33,33,88
34,34,88
35,35,89
36,36,89
37,37,90
38,38,91
39,39,91
40,40,92
41,41,93
42,42,93
43,43,94
44,44,94
45,45,95
46,46,96
47,47,96
48,48,97
49,49,97
50,50,98
51,51,99
52,52,99
53,53,100
54,54,100
55,55,101
56,56,101
57,57,102
58,58,103
59,59,103
60,60,104
61,61,105
62,62,105
63,63,106
64,64,106
65,65,107
66,66,108
67,67,108
68,68,109
69,69,109
70,70,110
71,71,110
72,72,111
73,73,112
74,74,112
75,75,113
76,76,114
77,77,114
78,78,115
79,79,115
80,80,116
81,81,117
82,82,117
83,83,118
84,84,118
85,85,119
86,86,119
87,87,120
88,88,121
89,89,121
90,90,122
91,91,122
92,92,123
93,93,124
94,94,124
95,95,125
96,96,125
97,97,126
98,98,126
99,99,127
100,100,128
101,101,128
102,102,129
103,103,129
104,104,129
105,105,130
106,106,130
107,107,131
108,108,131
109,109,131
110,110,132
111,111,132
112,112,133
113,113,133
114,114,134
115,115,134
116,116,134
117,117,135
118,118,135
119,119,135
120,120,135
121,121,135
122,122,135
123,123,135
124,124,136
125,125,136
126,126,136
127,127,136
128,128,136
129,129,136
130,130,136
131,131,135
132,132,135
133,133,135
134,134,135
135,135,135
136,136,134
137,137,134
138,138,134
139,139,133
140,140,132
141,141,132
142,142,132
143,143,131
144,144,130
145,145,130
146,146,130
147,147,129
148,148,129
149,149,128
150,150,128
151,151,127
152,152,126
153,153,125
154,154,125
155,155,125
156,156,124
157,157,124
158,158,123
159,159,122
160,160,122
161,161,121
162,162,121
163,163,120
164,164,119
165,165,119
166,166,119
167,167,118
168,168,117
169,169,116
170,170,116
171,171,115
172,172,115
173,173,114
174,174,114
175,175,113
176,176,112
177,177,112
178,178,111
179,179,111
180,180,110
181,181,109
182,182,109
183,183,109
184,184,108
185,185,107
186,186,107
187,187,106
188,188,106
189,189,105
190,190,104
191,191,104
192,192,103
193,193,102
194,194,102
195,195,101
196,196,101
197,197,100
198,198,100
199,199,99
200,200,98
201,201,98
202,202,97
203,203,96
204,204,96
205,205,96
206,206,95
207,207,94
208,208,93
209,209,92
210,210,91
211,211,89
212,212,88
213,213,86
214,214,86
215,215,85
216,216,84
217,217,83
218,218,82
219,219,81
220,220,81
221,221,80
222,222,79
223,223,79
224,224,78
225,225,77
226,226,77
227,227,76
228,228,75
229,229,75
230,230,74
231,231,74
232,232,73
233,233,73
234,234,72
235,235,71
236,236,71
237,237,70
238,238,70
239,239,69
240,240,68
241,241,68
242,242,67
243,243,66
244,244,66
