,x,y
0,0,53
1,1,54
2,2,55
3,3,56
4,4,57
5,5,57
6,6,58
7,7,58
8,8,59
9,9,59
10,10,60
11,11,60
12,12,61
13,13,62
14,14,62
15,15,63
16,16,64
17,17,65
18,18,66
19,19,66
20,20,67
21,21,68
22,22,68
23,23,68
24,24,69
25,25,70
26,26,70
27,27,71
28,28,72
29,29,72
30,30,73
31,31,73
32,32,74
33,33,74
34,34,74
35,35,75
36,36,76
37,37,76
38,38,77
39,39,76
40,40,76
41,41,76
42,42,77
43,43,77
44,44,77
45,45,77
46,46,78
47,47,78
48,48,78
49,49,79
50,50,80
51,51,80
52,52,80
53,53,81
54,54,82
55,55,82
56,56,82
57,57,83
58,58,84
59,59,85
60,60,86
61,61,87
62,62,88
63,63,88
64,64,89
65,65,90
66,66,91
67,67,93
68,68,94
69,69,95
70,70,97
71,71,99
72,72,100
73,73,101
74,74,102
75,75,103
76,76,104
77,77,105
78,78,106
79,79,107
80,80,108
81,81,109
82,82,109
83,83,110
84,84,111
85,85,111
86,86,112
87,87,113
88,88,113
89,89,114
90,90,115
91,91,115
92,92,116
93,93,116
94,94,117
95,95,117
96,96,117
97,97,117
98,98,117
99,99,117
100,100,117
101,101,117
102,102,117
103,103,117
104,104,117
105,105,117
106,106,117
107,107,117
108,108,117
109,109,117
110,110,118
111,111,117
112,112,117
113,113,117
114,114,117
115,115,117
116,116,117
117,117,116
118,118,116
119,119,116
120,120,115
121,121,115
122,122,114
123,123,113
124,124,112
125,125,112
126,126,111
127,127,110
128,128,110
129,129,109
130,130,109
131,131,109
132,132,108
133,133,108
134,134,107
135,135,107
136,136,106
137,137,106
138,138,105
139,139,105
140,140,105
141,141,104
142,142,104
143,143,103
144,144,102
145,145,102
146,146,101
147,147,100
148,148,99
149,149,99
150,150,98
151,151,97
152,152,97
153,153,96
154,154,95
155,155,95
156,156,94
157,157,93
158,158,93
159,159,92
160,160,92
161,161,91
162,162,90
163,163,90
164,164,89
165,165,89
166,166,88
167,167,87
168,168,86
169,169,86
170,170,85
171,171,84
172,172,84
173,173,83
174,174,82
175,175,81
176,176,81
177,177,80
178,178,80
179,179,79
180,180,78
181,181,77
182,182,76
183,183,76
184,184,75
185,185,74
186,186,73
187,187,72
188,188,72
189,189,71
190,190,70
191,191,69
192,192,68
193,193,68
194,194,67
195,195,67
196,196,66
197,197,65
198,198,64
199,199,64
200,200,63
201,201,62
202,202,61
203,203,60
204,204,60
205,205,59
