,x,y
0,251,191
1,252,192
2,253,192
3,254,192
4,255,192
5,256,192
6,257,192
7,258,192
8,259,192
9,260,259
10,261,259
11,262,261
12,263,262
13,264,262
14,265,263
15,266,263
16,267,263
17,268,265
18,269,266
19,270,266
20,271,266
21,272,266
22,273,267
23,274,269
24,275,270
25,276,270
26,277,270
27,278,271
28,279,272
29,280,273
30,281,273
31,282,273
32,283,274
33,284,275
34,285,276
35,286,277
36,287,278
37,288,278
38,289,278
39,290,279
40,291,280
41,292,281
42,293,281
43,294,282
44,295,282
45,296,283
46,297,283
47,298,284
48,299,285
49,300,285
50,301,286
51,302,287
52,303,287
53,304,288
54,305,289
55,306,289
56,307,290
57,308,291
58,309,292
59,310,292
60,311,293
61,312,293
62,313,293
63,314,294
64,315,295
65,316,296
66,317,296
67,318,296
68,319,297
69,320,297
70,321,298
71,322,299
72,323,300
73,324,301
74,325,302
75,326,302
76,327,302
77,328,303
78,329,304
79,330,305
80,331,305
81,332,306
82,333,307
83,334,307
84,335,308
85,336,309
86,337,309
87,338,310
88,339,310
89,340,311
90,341,312
91,342,312
92,343,313
93,344,314
94,345,314
95,346,315
96,347,315
97,348,316
98,349,317
99,350,318
100,351,318
101,352,319
102,353,320
103,354,320
104,355,321
105,356,322
106,357,322
107,358,323
108,359,323
109,360,324
110,361,325
111,362,325
112,363,326
113,364,327
114,365,327
115,366,328
116,367,329
117,368,329
118,369,330
119,370,330
120,371,331
121,372,332
122,373,332
123,374,333
124,375,334
125,376,334
126,377,335
127,378,336
128,379,339
129,380,339
130,381,341
131,382,342
132,383,345
133,384,346
134,385,347
135,386,348
136,387,348
137,388,349
138,389,349
139,390,349
140,391,349
141,392,349
142,393,349
143,394,349
144,395,349
145,396,350
146,397,350
147,398,350
148,399,351
149,400,351
150,401,351
151,402,351
152,403,351
153,404,351
154,405,351
155,406,351
156,407,352
157,408,353
158,409,353
159,410,353
160,411,353
161,412,353
162,413,354
163,414,354
164,415,353
165,416,353
166,417,353
167,418,354
168,419,354
169,420,353
170,421,352
171,422,351
172,423,351
173,424,351
174,425,352
175,426,352
176,427,352
177,428,352
178,429,352
179,430,353
180,431,355
181,432,355
182,433,354
183,434,355
184,435,355
185,436,355
186,437,355
187,438,356
188,439,356
189,440,356
190,441,356
191,442,357
192,443,357
193,444,357
194,445,357
195,446,357
196,447,360
197,448,360
198,449,360
199,450,361
200,451,361
201,452,361
202,453,360
203,454,360
204,455,360
205,456,360
206,457,360
207,458,360
208,459,360
209,461,357
210,462,357
211,463,357
212,464,357
213,465,357
214,466,356
215,467,356
216,468,355
217,469,355
218,470,355
219,471,355
220,472,355
221,473,354
222,474,354
223,475,354
224,476,353
225,477,353
226,478,351
227,479,351
228,480,350
229,481,350
230,482,350
231,483,349
232,484,348
233,485,347
234,486,347
235,487,347
236,488,346
237,489,346
238,490,345
239,491,345
240,492,344
241,493,343
242,494,342
243,495,342
244,496,341
245,497,339
246,498,339
247,499,338
248,500,337
249,501,337
250,502,337
251,503,336
252,504,334
253,505,334
254,506,334
255,507,333
256,508,332
257,509,332
258,510,331
259,511,330
260,512,329
261,513,328
262,514,327
263,515,327
264,516,326
265,517,324
266,518,324
267,519,324
268,520,323
269,521,323
270,522,322
271,523,321
272,524,320
273,525,319
274,526,318
275,527,318
276,528,317
277,529,317
278,530,316
279,531,316
280,532,315
281,533,314
282,534,313
283,535,311
284,536,311
285,537,311
286,538,310
287,539,310
288,540,308
289,541,308
290,542,307
291,543,306
292,544,305
293,545,304
294,546,303
295,547,303
296,548,302
297,549,300
298,550,300
299,551,300
300,552,299
301,553,298
302,554,297
303,555,297
304,556,296
305,557,295
306,558,295
307,559,294
308,560,293
309,561,293
310,562,292
311,563,291
312,564,290
313,565,290
314,566,289
315,567,288
316,568,287
317,569,286
318,570,286
319,571,285
320,572,284
321,573,283
322,574,282
323,575,282
324,576,281
325,577,280
326,578,280
327,579,279
328,580,277
329,581,277
330,582,276
331,583,276
332,584,275
333,585,274
334,586,273
335,587,273
336,588,272
337,589,272
338,590,270
339,591,270
340,592,269
341,593,268
342,594,268
343,595,267
344,596,265
345,597,265
346,598,264
347,599,263
348,600,263
349,601,262
350,602,261
351,603,260
352,604,260
353,605,259
354,606,258
355,607,257
356,608,257
357,609,256
358,610,255
359,611,254
360,612,254
361,613,253
362,614,253
363,615,252
364,616,250
365,617,250
366,618,249
367,619,249
368,620,249
369,621,248
370,622,247
371,623,246
372,624,244
373,625,244
374,626,244
375,627,243
376,628,242
377,629,241
378,630,240
379,631,240
380,632,239
381,633,238
382,634,237
383,635,236
384,636,235
385,637,235
386,638,234
387,639,234
388,640,233
389,641,232
390,642,232
391,643,231
392,644,230
393,645,229
394,646,229
395,647,228
396,648,227
397,649,227
398,650,225
399,651,225
400,652,224
401,653,224
402,654,223
403,655,221
404,656,221
405,657,221
406,658,219
407,659,219
408,660,218
409,661,217
410,662,217
411,663,217
412,664,214
413,665,214
414,666,212
415,667,212
416,668,212
417,669,212
418,670,210
419,671,209
420,672,209
421,673,208
422,674,207
423,675,206
424,676,206
425,677,206
426,678,204
427,679,203
428,680,202
429,681,202
430,682,202
431,683,201
432,684,200
433,685,199
434,686,198
435,687,197
436,688,196
437,689,195
438,690,194
439,691,194
440,692,194
441,693,193
442,694,192
443,695,191
444,696,189
445,697,188
446,698,188
447,699,188
448,700,187
449,701,187
450,702,186
451,703,185
452,704,183
453,705,154
454,706,153
455,707,183
456,708,182
457,709,181
458,710,180
459,711,179
460,712,179
461,713,177
462,714,176
463,715,176
464,716,175
465,717,175
466,718,174
467,719,173
468,720,172
469,721,172
470,722,170
