,x,y
0,0,27
1,1,27
2,2,28
3,3,29
4,4,30
5,5,31
6,6,31
7,7,32
8,8,33
9,9,33
10,10,34
11,11,34
12,12,35
13,13,36
14,14,36
15,15,37
16,16,38
17,17,39
18,18,39
19,19,40
20,20,41
21,21,42
22,22,43
23,23,43
24,24,44
25,25,44
26,26,45
27,27,46
28,28,46
29,29,47
30,30,47
31,31,48
32,32,49
33,33,50
34,34,50
35,35,51
36,36,51
37,37,52
38,38,53
39,39,53
40,40,53
41,41,54
42,42,55
43,43,55
44,44,54
45,45,55
46,46,56
47,47,57
48,48,58
49,49,59
50,50,59
51,51,60
52,52,60
53,53,60
54,54,61
55,55,61
56,56,61
57,57,61
58,58,61
59,59,60
60,60,60
61,61,60
62,62,59
63,63,58
64,64,58
65,65,58
66,66,57
67,67,57
68,68,56
69,69,56
70,70,55
71,71,54
72,72,54
73,73,54
74,74,53
75,75,52
76,76,52
77,77,51
78,78,51
79,79,50
80,80,50
81,81,49
82,82,49
83,83,48
84,84,48
85,85,47
86,86,47
87,87,46
88,88,45
89,89,45
90,90,45
91,91,44
92,92,43
93,93,42
94,94,42
95,95,41
96,96,41
97,97,40
98,98,40
99,99,39
100,100,39
101,101,38
102,102,38
103,103,37
104,104,36
105,105,36
106,106,35
107,107,35
108,108,35
109,109,34
110,110,33
