,x,y
0,0,52
1,1,54
2,2,54
3,3,55
4,4,56
5,5,56
6,6,57
7,7,58
8,8,58
9,9,58
10,10,59
11,11,59
12,12,60
13,13,61
14,14,62
15,15,63
16,16,64
17,17,64
18,18,65
19,19,66
20,20,66
21,21,67
22,22,67
23,23,68
24,24,68
25,25,69
26,26,69
27,27,71
28,28,71
29,29,72
30,30,72
31,31,73
32,32,73
33,33,74
34,34,74
35,35,74
36,36,74
37,37,74
38,38,74
39,39,74
40,40,75
41,41,75
42,42,76
43,43,76
44,44,77
45,45,77
46,46,77
47,47,77
48,48,78
49,49,78
50,50,79
51,51,79
52,52,80
53,53,80
54,54,81
55,55,82
56,56,82
57,57,83
58,58,84
59,59,85
60,60,85
61,61,87
62,62,87
63,63,88
64,64,89
65,65,89
66,66,90
67,67,92
68,68,93
69,69,95
70,70,97
71,71,98
72,72,99
73,73,100
74,74,101
75,75,102
76,76,103
77,77,104
78,78,106
79,79,107
80,80,107
81,81,108
82,82,109
83,83,110
84,84,110
85,85,111
86,86,112
87,87,113
88,88,113
89,89,113
90,90,114
91,91,115
92,92,116
93,93,116
94,94,116
95,95,117
96,96,117
97,97,117
98,98,117
99,99,117
100,100,117
101,101,117
102,102,117
103,103,117
104,104,117
105,105,117
106,106,117
107,107,117
108,108,117
109,109,117
110,110,117
111,111,117
112,112,117
113,113,117
114,114,117
115,115,117
116,116,116
117,117,116
118,118,116
119,119,115
120,120,115
121,121,114
122,122,113
123,123,113
124,124,112
125,125,111
126,126,111
127,127,110
128,128,109
129,129,109
130,130,109
131,131,108
132,132,108
133,133,107
134,134,107
135,135,106
136,136,106
137,137,105
138,138,105
139,139,104
140,140,104
141,141,103
142,142,103
143,143,102
144,144,102
145,145,101
146,146,100
147,147,99
148,148,99
149,149,98
150,150,97
151,151,97
152,152,96
153,153,95
154,154,94
155,155,94
156,156,93
157,157,93
158,158,92
159,159,91
160,160,91
161,161,90
162,162,90
163,163,89
164,164,88
165,165,88
166,166,87
167,167,86
168,168,85
169,169,85
170,170,84
171,171,83
172,172,83
173,173,82
174,174,81
175,175,80
176,176,80
177,177,79
178,178,78
179,179,78
180,180,77
181,181,76
182,182,75
183,183,74
184,184,73
185,185,73
186,186,72
187,187,71
188,188,70
189,189,69
190,190,68
191,191,68
192,192,67
193,193,67
194,194,66
195,195,66
196,196,65
197,197,64
198,198,64
199,199,63
200,200,62
201,201,61
202,202,60
203,203,60
204,204,59
205,205,58
