,x,y
0,0,95
1,1,96
2,2,96
3,3,97
4,4,97
5,5,98
6,6,98
7,7,102
8,8,98
9,9,99
10,10,101
11,11,100
12,12,100
13,13,100
14,14,100
15,15,100
16,16,103
17,17,104
18,18,104
19,19,104
20,20,104
21,21,104
22,22,105
23,23,105
24,24,105
25,25,106
26,26,106
27,27,106
28,28,106
29,29,109
30,30,110
31,31,109
32,32,109
33,33,109
34,34,109
35,35,109
36,36,109
37,37,110
38,38,110
39,39,112
40,40,112
41,41,112
42,42,112
43,43,113
44,44,114
45,45,114
46,46,114
47,47,114
48,48,114
49,49,115
50,50,115
51,51,115
52,52,114
53,53,114
54,54,114
55,55,114
56,56,114
57,101,147
58,102,147
59,103,148
60,104,149
61,105,150
62,106,151
63,107,152
64,108,153
65,109,153
66,110,156
67,111,156
68,112,157
69,113,159
70,114,160
71,115,160
72,116,160
73,117,161
74,118,161
75,119,161
76,140,176
77,141,181
78,142,181
79,143,180
80,144,180
81,145,180
82,146,180
83,147,180
84,148,180
85,149,182
86,150,181
87,151,180
88,152,180
89,153,180
90,154,180
91,155,180
92,156,180
93,157,180
94,158,181
95,159,181
96,160,181
97,161,181
98,162,181
99,163,181
100,164,181
101,165,181
102,166,181
103,167,181
104,168,181
105,169,182
106,170,182
107,171,182
108,172,182
109,173,182
110,174,182
111,175,182
112,176,182
113,177,182
114,178,182
115,179,182
116,180,182
117,181,182
118,182,182
119,183,182
120,184,183
121,185,183
122,186,184
123,187,184
124,188,184
125,189,184
126,190,184
127,191,184
128,192,184
129,193,184
130,194,184
131,195,184
132,196,185
133,197,185
134,198,185
135,199,185
136,200,185
137,201,185
138,202,185
139,203,185
140,204,185
141,205,185
142,206,185
143,207,184
144,208,185
145,209,184
146,210,184
147,211,184
148,212,185
149,213,185
150,214,185
151,215,185
152,216,185
153,217,185
154,218,186
155,219,186
156,220,187
157,221,186
158,222,187
159,223,187
160,224,187
161,225,187
162,226,188
163,227,189
164,228,189
165,229,189
166,230,189
167,231,189
168,232,189
169,233,189
170,234,189
171,235,189
172,236,189
173,237,189
174,238,188
175,239,187
176,240,187
177,241,188
178,242,188
179,243,188
180,244,188
181,245,188
182,246,188
183,247,189
184,248,189
185,249,189
186,250,189
187,251,187
188,252,190
189,253,189
190,254,190
191,255,190
192,256,190
193,257,191
194,258,191
195,259,192
196,260,191
197,261,191
198,262,190
199,263,190
200,264,190
201,265,190
202,266,190
203,267,190
204,268,191
205,269,191
206,270,191
207,271,192
208,272,266
209,273,266
210,274,267
211,275,267
212,276,268
213,277,270
214,278,270
215,279,271
216,280,272
217,281,273
218,282,273
219,283,274
220,284,274
221,285,276
222,286,277
223,287,278
224,288,278
225,289,278
226,290,279
227,291,280
228,292,281
229,293,281
230,294,281
231,295,282
232,296,283
233,297,283
234,298,284
235,299,284
236,300,285
237,301,285
238,302,286
239,303,287
240,304,287
241,305,288
242,306,289
243,307,289
244,308,291
245,309,291
246,310,292
247,311,292
248,312,292
249,313,293
250,314,294
251,315,294
252,316,295
253,317,295
254,318,296
255,319,295
256,320,297
257,321,297
258,322,298
259,323,299
260,324,300
261,325,301
262,326,301
263,327,302
264,328,302
265,329,303
266,330,304
267,331,305
268,332,305
269,333,306
270,334,307
271,335,308
272,336,308
273,337,309
274,338,309
275,339,310
276,340,311
277,341,311
278,342,312
279,343,313
280,344,313
281,345,314
282,346,314
283,347,315
284,348,316
285,349,316
286,350,317
287,351,318
288,352,318
289,353,320
290,354,320
291,355,320
292,356,321
293,357,322
294,358,322
295,359,323
296,360,324
297,361,324
298,362,325
299,363,326
300,364,327
301,365,327
302,366,328
303,367,328
304,368,329
305,369,329
306,370,330
307,371,330
308,372,331
309,373,332
310,374,333
311,375,333
312,376,334
313,377,335
314,378,335
315,379,335
316,380,339
317,381,341
318,382,342
319,383,346
320,384,346
321,385,347
322,386,348
323,387,348
324,388,348
325,389,348
326,390,348
327,391,348
328,392,348
329,393,348
330,394,349
331,395,349
332,396,350
333,397,350
334,398,350
335,399,350
336,400,351
337,401,351
338,402,351
339,403,351
340,404,350
341,405,351
342,406,351
343,407,352
344,408,353
345,409,353
346,410,353
347,411,353
348,412,353
349,413,354
350,414,354
351,415,353
352,416,353
353,417,353
354,418,354
355,419,354
356,420,353
357,421,352
358,422,351
359,423,351
360,424,351
361,425,351
362,426,352
363,427,352
364,428,352
365,429,352
366,430,352
367,431,352
368,432,352
369,433,353
370,434,354
371,435,354
372,436,354
373,437,354
374,438,354
375,439,354
376,440,356
377,441,356
378,442,357
379,443,357
380,444,357
381,445,357
382,446,357
383,447,360
384,448,360
385,449,360
386,450,361
387,451,361
388,452,361
389,453,360
390,454,360
391,455,360
392,456,360
393,457,360
394,458,360
395,459,359
396,460,357
397,461,357
398,462,356
399,463,356
400,464,357
401,465,357
402,466,356
403,467,356
404,468,355
405,469,355
406,470,355
407,471,355
408,472,355
409,473,355
410,474,354
411,475,354
412,476,353
413,477,353
